case,case_label,fraction,scenario,cost,risk_months
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,7,1163077907.7764993,28.281200566801257
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,8,1163227907.7764993,26.412918995110395
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,9,1163077907.7764993,25.334767286635316
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,10,1163077907.7764993,30.38098223594971
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,11,1163077907.7764993,28.740041746510105
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,12,1163077907.7764993,24.309559255350376
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,13,1163077907.7764993,29.025025216569738
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,14,1163077907.7764993,28.5228217711405
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,15,1163077907.7764993,32.76019034285593
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,16,1163077907.7764993,29.465317968157635
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,17,1163077907.7764993,33.25989674137658
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,18,1163077907.7764993,27.28171420771477
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.6,19,1163077907.7764993,30.23485396382095
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,0,1110418171.7689738,26.390967235795237
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,1,1110418171.7689738,30.394079466236732
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,2,1110418171.7689738,27.669847771642154
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,3,1110418171.7689738,24.086492745899378
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,4,1110418171.7689738,31.165823238978163
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,5,1110418171.7689738,28.088198911000696
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,6,1110568171.7689738,29.72778013240426
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,7,1110428171.7689738,25.399252237775436
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,8,1110698171.7689738,23.26471027657709
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,9,1110418171.7689738,20.701601885351533
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,10,1110418171.7689738,28.030009658788003
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,11,1110438171.7689738,26.571870689340166
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,12,1110418171.7689738,21.470665202564497
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,13,1110418171.7689738,26.006408010858767
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,14,1110428171.7689738,25.740826751790777
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,15,1110418171.7689738,30.86075897273369
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,16,1110418171.7689738,26.23709387544936
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,17,1110418171.7689738,30.932456860281658
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,18,1110438171.7689738,23.642586991544178
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.4,19,1110418171.7689738,27.334237910945305
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,0,1055744678.0194817,22.593803972385942
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,1,1055644678.0194817,28.46705704619891
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,2,1055644678.0194817,24.650070175965443
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,3,1055754678.0194817,21.536485968069215
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,4,1055644678.0194817,28.59886388396245
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,5,1055644678.0194817,25.35715704385156
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,6,1055854678.0194817,25.006533513253572
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,7,1055694678.0194817,22.513973125104748
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,8,1056014678.0194817,20.643284687976433
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,9,1055744678.0194817,16.972415404123097
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,10,1055644678.0194817,25.596485244150777
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,11,1055744678.0194817,23.94997138900989
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,12,1055734678.0194817,19.370601602578045
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,13,1055674678.0194817,22.580096701407733
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,14,1055704678.0194817,22.90701698070244
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,15,1055654678.0194817,28.929908468184177
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,16,1055644678.0194817,22.280053466719995
basetariff_baseline/3mpd_36vessels,baseline_3mpd_36vessels,0.2,17,1055644678.0194817,27.370074982088788
